GISJOIN,YEAR,ZCTA5A,TOT_POP,WHITE,PER_WH,BLACK,PER_BL,AI,NH,AINH,PER_AINH,ASIAN,PER_ASIAN,RACE_O,RACE_2,RACE_O2,PER_R_O,TOT_POP,HISP,PER_HISP,WORK_POP,CAR,PER_CAR,PUBLIC,PER_PUBLIC,TAXI,PER_TAXI,MOTOR,PER_MOTOR,BIKE,PER_BIKE,WALK,PER_WALK,WORK_O,PER_W_O,WORK_HO,PER_W_H,EDU_POP,K12,PER_K12,HS,PER_HS,SOMCOLL,PER_SCOL,BACHELOR,PER_BAC,GRAD_DEG,PER_GRAD,PER_BGRAD,MED_INC,HOUSE_POP,PUB_AS,PER_PA,RENT_POP,RENT_0,PER_RE0,RENT_10,PER_RE10,RENT_20,PER_RE20,RENT_30,PER_RE30,RENT_40,PER_RE40,RENT_50,PER_RE50,TOT_POP,US_CIT,PER_CIT,NON_CIT,PERNCIT,POV_POP,POV,PER_POV,NO_POV,PER_NPOV,TOT_POP,NO_INS,PER_NINS
G10502,2014-2018,10502,5567,4241,0.76181067,176,0.031614873,9,0,9,0.00161667,772,0.138674331,156,213,369,0.066283456,5567,392,0.070414945,2762,1952,0.706734251,547,0.198044895,0,0,0,0,0,0,18,0.006517017,35,0.012671977,210,0.076031861,3907,74,0.018940363,626,0.160225237,647,0.165600205,1050,0.2687484,1510,0.386485795,0.655234195,163902,1957,85,0.043433827,294,36,0.12244898,55,0.18707483,68,0.231292517,17,0.057823129,0,0,87,0.295918367,5567,5267,0.946111011,300,0.053888989,5567,93,0.016705586,5474,0.983294414,5567,120,0.021555595
G10503,2014-2018,10503,173,158,0.913294798,0,0,0,0,0,0,15,0.086705202,0,0,0,0,173,19,0.10982659,120,66,0.55,54,0.45,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,17,0.098265896,17,0.098265896,37,0.213872832,102,0.589595376,0.803468208,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,1,0,0,173,17,0.098265896,156,0.901734104,173,0,0
G10504,2014-2018,10504,8254,7435,0.900775382,39,0.004724982,0,0,0,0,312,0.037799855,275,193,468,0.056699782,8254,609,0.073782409,4042,2741,0.678129639,844,0.208807521,19,0.004700643,0,0,0,0,44,0.0108857,0,0,394,0.097476497,5370,168,0.031284916,214,0.039851024,651,0.12122905,1927,0.358845438,2410,0.448789572,0.807635009,208275,2765,0,0,281,42,0.149466192,26,0.09252669,64,0.227758007,0,0,10,0.035587189,139,0.494661922,8254,7855,0.951659801,399,0.048340199,8247,158,0.019158482,8089,0.980841518,8254,179,0.021686455
G10505,2014-2018,10505,925,859,0.928648649,13,0.014054054,0,0,0,0,53,0.057297297,0,0,0,0,925,82,0.088648649,342,255,0.745614035,64,0.187134503,0,0,0,0,0,0,14,0.040935673,0,0,9,0.026315789,600,0,0,205,0.341666667,65,0.108333333,101,0.168333333,229,0.381666667,0.55,,329,15,0.045592705,150,0,0,9,0.06,16,0.106666667,0,0,13,0.086666667,97,0.646666667,925,920,0.994594595,5,0.005405405,925,23,0.024864865,902,0.975135135,925,38,0.041081081
G10506,2014-2018,10506,5693,5355,0.940628842,9,0.001580889,7,0,7,0.00122958,216,0.037941331,63,43,106,0.018619357,5693,172,0.030212542,2654,1543,0.581386586,535,0.201582517,32,0.012057272,0,0,0,0,112,0.042200452,9,0.003391108,423,0.159382065,3654,84,0.022988506,323,0.088396278,464,0.126984127,1360,0.372194855,1423,0.389436234,0.761631089,222500,1868,10,0.005353319,110,29,0.263636364,31,0.281818182,7,0.063636364,6,0.054545455,0,0,8,0.072727273,5693,5564,0.977340594,129,0.022659406,5674,226,0.039830807,5448,0.960169193,5680,41,0.00721831
G10507,2014-2018,10507,7068,4612,0.652518393,630,0.089134126,7,0,7,0.000990379,228,0.032258065,1377,214,1591,0.225099038,7068,2354,0.333050368,2802,2114,0.754461099,450,0.160599572,0,0,0,0,15,0.005353319,70,0.024982156,14,0.004996431,139,0.049607423,5107,1297,0.253965146,1047,0.205012728,937,0.183473664,1025,0.200704915,801,0.156843548,0.357548463,64500,2080,93,0.044711538,1093,24,0.021957914,109,0.099725526,171,0.156450137,355,0.324794145,106,0.096980787,304,0.278133577,7068,5666,0.8016412,1402,0.1983588,5765,828,0.143625325,4937,0.856374675,5766,644,0.111689213
G10509,2014-2018,10509,19461,16162,0.830481476,463,0.023791172,49,5,54,0.00277478,596,0.030625353,1851,335,2186,0.112327219,19461,3760,0.193206927,9984,8334,0.834735577,862,0.086338141,48,0.004807692,0,0,13,0.001302083,92,0.009214744,0,0,635,0.063601763,13365,1317,0.098540965,3186,0.238383838,3684,0.275645342,2780,0.208005986,2398,0.179423868,0.387429854,102372,6851,397,0.057947745,1562,31,0.019846351,315,0.201664533,297,0.190140845,377,0.241357234,102,0.065300896,372,0.23815621,19461,17874,0.918452289,1587,0.081547711,19243,959,0.049836304,18284,0.950163696,19263,1400,0.072678191
G10510,2014-2018,10510,10381,8384,0.807629323,367,0.035353049,24,7,31,0.002986225,884,0.085155573,331,384,715,0.068875831,10381,1038,0.099990367,4915,2960,0.602238047,1271,0.258596134,0,0,0,0,0,0,107,0.021770092,18,0.003662258,559,0.113733469,7075,248,0.035053004,643,0.090883392,979,0.138374558,2247,0.317597173,2958,0.418091873,0.735689046,167847,3567,77,0.021586768,591,28,0.047377327,111,0.187817259,91,0.153976311,89,0.150592217,38,0.0642978,107,0.181049069,10381,9977,0.961082747,404,0.038917253,9902,222,0.022419713,9680,0.977580287,10274,224,0.021802609
G10511,2014-2018,10511,2158,1756,0.813716404,168,0.077849861,0,0,0,0,21,0.009731233,167,46,213,0.098702502,2158,268,0.124189064,1104,920,0.833333333,129,0.116847826,0,0,0,0,0,0,0,0,8,0.007246377,47,0.042572464,1551,93,0.059961315,410,0.264345583,471,0.303675048,344,0.221792392,233,0.150225661,0.372018053,109375,745,9,0.012080537,178,24,0.134831461,39,0.219101124,30,0.168539326,22,0.123595506,5,0.028089888,49,0.275280899,2158,2064,0.956441149,94,0.043558851,2153,141,0.065490014,2012,0.934509986,2158,60,0.027803522
G10512,2014-2018,10512,24716,21570,0.872714031,884,0.035766305,16,0,16,0.000647354,420,0.016993041,1278,548,1826,0.073879268,24716,3983,0.161150672,11564,10255,0.886803874,698,0.060359737,0,0,8,0.000691802,12,0.001037703,64,0.005534417,0,0,527,0.045572466,18262,1226,0.067133939,5457,0.298817216,4697,0.257200745,3893,0.213174899,2989,0.163673201,0.3768481,97363,9335,456,0.04884842,1654,25,0.015114873,286,0.172914148,343,0.207376058,302,0.182587666,66,0.039903265,501,0.302902056,24716,23763,0.961441981,953,0.038558019,24516,1262,0.051476587,23254,0.948523413,24533,1022,0.041658175
G10514,2014-2018,10514,12389,10662,0.860602147,230,0.018564856,9,0,9,0.000726451,1286,0.10380176,0,202,202,0.016304787,12389,248,0.020017758,5602,3187,0.568903963,1957,0.349339522,0,0,0,0,0,0,93,0.016601214,17,0.00303463,348,0.062120671,7656,54,0.007053292,203,0.026515152,619,0.08085162,2769,0.361677116,4011,0.523902821,0.885579937,250001,3953,21,0.005312421,124,27,0.217741935,26,0.209677419,0,0,54,0.435483871,17,0.137096774,0,0,12389,11986,0.967471144,403,0.032528856,12389,110,0.008878844,12279,0.991121156,12389,21,0.001695052
G10516,2014-2018,10516,5542,5292,0.954889931,14,0.002526164,15,0,15,0.002706604,60,0.010826416,106,55,161,0.029050884,5542,454,0.081919885,2851,1716,0.601894072,651,0.228340933,23,0.008067345,4,0.001403016,3,0.001052262,56,0.019642231,5,0.001753771,393,0.13784637,4058,126,0.031049778,735,0.181123706,971,0.239280434,1157,0.285115821,1069,0.263430261,0.548546082,102841,2200,68,0.030909091,491,23,0.046843177,99,0.201629328,129,0.262729124,87,0.177189409,47,0.095723014,90,0.183299389,5542,5396,0.97365572,146,0.02634428,5542,162,0.029231324,5380,0.970768676,5542,211,0.038072898
G10517,2014-2018,10517,420,401,0.954761905,0,0,0,0,0,0,14,0.033333333,5,0,5,0.011904762,420,32,0.076190476,216,196,0.907407407,20,0.092592593,0,0,0,0,0,0,0,0,0,0,0,0,280,12,0.042857143,112,0.4,44,0.157142857,48,0.171428571,64,0.228571429,0.4,72067,175,0,0,75,0,0,19,0.253333333,45,0.6,11,0.146666667,0,0,0,0,420,393,0.935714286,27,0.064285714,420,0,0,420,1,420,42,0.1
G10518,2014-2018,10518,1231,1072,0.870836718,0,0,0,0,0,0,137,0.111291633,22,0,22,0.017871649,1231,22,0.017871649,617,374,0.606158833,113,0.183144246,0,0,0,0,0,0,41,0.066450567,0,0,89,0.144246353,932,29,0.03111588,82,0.087982833,141,0.151287554,447,0.479613734,233,0.25,0.729613734,198255,412,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1231,1231,1,0,0,1231,19,0.015434606,1212,0.984565394,1231,17,0.013809911
G10519,2014-2018,10519,220,177,0.804545455,0,0,0,0,0,0,43,0.195454545,0,0,0,0,220,0,0,132,80,0.606060606,20,0.151515152,0,0,0,0,0,0,0,0,0,0,32,0.242424242,166,0,0,31,0.186746988,31,0.186746988,3,0.018072289,101,0.608433735,0.626506024,148375,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,200,0.909090909,20,0.090909091,220,3,0.013636364,217,0.986363636,220,0,0
G10520,2014-2018,10520,13152,10742,0.816757908,651,0.049498175,29,1,30,0.002281022,674,0.051246959,722,333,1055,0.080215937,13152,1600,0.121654501,6447,4156,0.644640918,1471,0.22816814,29,0.004498216,7,0.001085776,0,0,247,0.038312393,22,0.00341244,515,0.079882116,9109,649,0.071248216,1374,0.150839829,1907,0.209353387,2467,0.270831046,2712,0.297727522,0.568558568,105670,5218,180,0.034495975,1989,26,0.013071895,363,0.182503771,425,0.213675214,335,0.168426345,226,0.113624937,492,0.247360483,13152,12501,0.950501825,651,0.049498175,12806,550,0.042948618,12256,0.957051382,12812,289,0.022556978
G10522,2014-2018,10522,11027,8740,0.792599982,740,0.067108008,29,0,29,0.002629908,797,0.072277138,279,442,721,0.065384964,11027,1044,0.094676703,5850,4001,0.683931624,1266,0.216410256,0,0,0,0,41,0.007008547,269,0.045982906,7,0.001196581,266,0.045470085,7468,277,0.037091591,1175,0.157337975,1383,0.185190145,2025,0.271156936,2608,0.349223353,0.620380289,138477,3671,98,0.026695723,1454,79,0.054332875,392,0.2696011,295,0.202888583,249,0.171251719,114,0.078404402,224,0.154057772,11027,10248,0.929355219,779,0.070644781,10010,335,0.033466533,9675,0.966533467,10349,318,0.030727607
G10523,2014-2018,10523,9077,3606,0.39726782,2824,0.311116007,27,0,27,0.002974551,715,0.078770519,1591,314,1905,0.209871103,9077,2765,0.304616063,4792,3783,0.789440735,633,0.132095159,15,0.003130217,0,0,77,0.016068447,131,0.027337229,28,0.005843072,125,0.026085142,6117,899,0.146967468,1266,0.206964198,1399,0.228706882,1254,0.205002452,1299,0.212359,0.417361452,98700,2898,207,0.071428571,1460,65,0.044520548,310,0.212328767,494,0.338356164,135,0.092465753,129,0.088356164,281,0.192465753,9077,7692,0.847416547,1385,0.152583453,9040,1017,0.1125,8023,0.8875,9077,793,0.087363666
G10524,2014-2018,10524,4227,3602,0.852140998,189,0.044712562,0,0,0,0,154,0.036432458,82,200,282,0.066713982,4227,313,0.074047788,2043,1492,0.730298581,312,0.152716593,0,0,0,0,5,0.002447381,13,0.006363191,10,0.004894763,211,0.103279491,3070,105,0.034201954,620,0.201954397,723,0.235504886,753,0.245276873,869,0.283061889,0.528338762,122419,1422,27,0.018987342,127,0,0,36,0.283464567,14,0.11023622,38,0.299212598,3,0.023622047,0,0,4227,4048,0.957653182,179,0.042346818,4227,345,0.081618169,3882,0.918381831,4227,107,0.025313461
G10526,2014-2018,10526,1572,1273,0.809796438,46,0.029262087,0,0,0,0,41,0.026081425,212,0,212,0.134860051,1572,219,0.139312977,767,561,0.731421121,109,0.142112125,0,0,0,0,0,0,13,0.016949153,0,0,84,0.109517601,1084,94,0.086715867,48,0.044280443,264,0.243542435,306,0.282287823,372,0.343173432,0.625461255,125801,627,0,0,92,30,0.326086957,0,0,0,0,0,0,0,0,52,0.565217391,1572,1475,0.938295165,97,0.061704835,1572,99,0.062977099,1473,0.937022901,1572,84,0.053435115
G10527,2014-2018,10527,774,763,0.985788114,7,0.009043928,0,0,0,0,4,0.005167959,0,0,0,0,774,0,0,400,349,0.8725,25,0.0625,0,0,0,0,0,0,0,0,7,0.0175,19,0.0475,551,25,0.045372051,51,0.092558984,95,0.172413793,101,0.183303085,279,0.506352087,0.689655172,161583,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,763,0.985788114,11,0.014211886,774,10,0.012919897,764,0.987080103,774,11,0.014211886
G10528,2014-2018,10528,13128,10294,0.784125533,461,0.035115783,97,0,97,0.007388787,1480,0.112736137,403,393,796,0.06063376,13128,1418,0.108013406,5999,3674,0.612435406,1759,0.293215536,0,0,0,0,0,0,196,0.032672112,84,0.014002334,286,0.047674612,9101,605,0.066476211,1805,0.198329854,1849,0.203164487,2731,0.300076915,2111,0.231952533,0.532029447,120846,4632,166,0.035837651,1956,295,0.150817996,443,0.226482618,378,0.193251534,130,0.066462168,92,0.047034765,413,0.211145194,13128,10740,0.81809872,2388,0.18190128,13082,633,0.048387097,12449,0.951612903,13128,390,0.029707495
G10530,2014-2018,10530,12791,8828,0.690172778,1252,0.097881323,67,0,67,0.005238058,1348,0.1053866,916,380,1296,0.101321241,12791,1996,0.156047221,6935,4386,0.632444124,1837,0.264888248,0,0,0,0,36,0.00519106,195,0.028118241,49,0.007065609,432,0.062292718,9880,342,0.034615385,1081,0.109412955,1624,0.16437247,2914,0.294939271,3919,0.396659919,0.69159919,108817,5738,202,0.035203904,1169,139,0.118905047,319,0.272882806,174,0.148845167,106,0.090675791,100,0.085543199,300,0.256629598,12791,11821,0.924165429,970,0.075834571,12775,795,0.06223092,11980,0.93776908,12785,463,0.036214314
G10532,2014-2018,10532,4968,4230,0.851449275,77,0.015499195,0,0,0,0,253,0.050925926,368,40,408,0.082125604,4968,610,0.122785829,2220,1841,0.829279279,274,0.123423423,0,0,0,0,0,0,32,0.014414414,0,0,73,0.032882883,3528,356,0.100907029,846,0.239795918,705,0.199829932,821,0.232709751,800,0.22675737,0.45946712,99167,1730,43,0.024855491,250,0,0,59,0.236,30,0.12,5,0.02,41,0.164,58,0.232,4968,4754,0.956924316,214,0.043075684,4876,151,0.030968007,4725,0.969031993,4876,73,0.014971288
G10533,2014-2018,10533,7551,6721,0.890080784,30,0.003972984,0,22,22,0.002913521,491,0.0650245,103,184,287,0.038008211,7551,439,0.058137995,3657,2189,0.598578069,926,0.253213016,0,0,0,0,0,0,116,0.031719989,10,0.002734482,416,0.113754444,4863,85,0.017478922,510,0.104873535,797,0.163890603,1450,0.298169854,2021,0.415587086,0.71375694,144121,2623,76,0.028974457,506,0,0,96,0.18972332,31,0.061264822,54,0.106719368,49,0.096837945,276,0.545454545,7551,7153,0.947291749,398,0.052708251,7468,485,0.06494376,6983,0.93505624,7505,86,0.011459027
G10535,2014-2018,10535,427,427,1,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,173,158,0.913294798,15,0.086705202,0,0,0,0,0,0,0,0,0,0,0,0,321,17,0.052959502,216,0.672897196,17,0.052959502,36,0.112149533,35,0.109034268,0.221183801,,143,55,0.384615385,95,0,0,21,0.221052632,0,0,55,0.578947368,0,0,19,0.2,427,427,1,0,0,427,0,0,427,1,427,0,0
G10536,2014-2018,10536,10853,9852,0.907767438,188,0.017322399,45,0,45,0.004146319,293,0.026997144,241,234,475,0.0437667,10853,725,0.066801806,5234,3515,0.671570501,916,0.175009553,0,0,11,0.002101643,0,0,146,0.027894536,24,0.004585403,622,0.118838365,7018,224,0.031917925,766,0.109147905,1299,0.185095469,2326,0.331433457,2403,0.342405244,0.6738387,175833,3572,18,0.005039194,357,39,0.109243697,123,0.344537815,43,0.120448179,18,0.050420168,41,0.114845938,36,0.100840336,10853,10408,0.958997512,445,0.041002488,10816,228,0.021079882,10588,0.978920118,10853,290,0.026720722
G10537,2014-2018,10537,2106,1331,0.632003799,547,0.259734093,0,0,0,0,117,0.055555556,0,111,111,0.052706553,2106,162,0.076923077,1195,1051,0.879497908,122,0.10209205,0,0,0,0,0,0,0,0,0,0,22,0.018410042,1541,56,0.036340039,250,0.162232317,265,0.171966256,724,0.469824789,246,0.1596366,0.629461389,103021,725,43,0.059310345,155,0,0,107,0.690322581,33,0.212903226,0,0,0,0,0,0,2106,2010,0.954415954,96,0.045584046,2106,237,0.112535613,1869,0.887464387,2106,53,0.025166192
G10538,2014-2018,10538,16545,14518,0.877485645,288,0.017407072,69,0,69,0.004170444,888,0.053671804,290,492,782,0.047265035,16545,1536,0.092837715,7830,3361,0.429246488,3139,0.400893997,0,0,17,0.002171137,15,0.001915709,353,0.045083014,0,0,945,0.120689655,10802,232,0.021477504,782,0.072394001,1152,0.106646917,3690,0.341603407,4946,0.457878171,0.799481577,177553,5744,39,0.006789694,1100,85,0.077272727,276,0.250909091,401,0.364545455,106,0.096363636,35,0.031818182,137,0.124545455,16545,15240,0.921124207,1305,0.078875793,16507,438,0.026534198,16069,0.973465802,16531,125,0.007561551
G10541,2014-2018,10541,26656,24676,0.925720288,131,0.004914466,23,12,35,0.001313025,406,0.015231092,1014,394,1408,0.052821128,26656,2698,0.101215486,14033,12504,0.891042543,805,0.057364783,60,0.004275636,14,0.000997648,14,0.000997648,158,0.011259175,16,0.00114017,462,0.032922397,17967,1129,0.062837424,4610,0.256581511,5184,0.28852897,4136,0.230199811,2908,0.161852285,0.392052096,107258,8972,338,0.03767276,1352,33,0.024408284,164,0.121301775,236,0.174556213,245,0.181213018,169,0.125,421,0.311390533,26656,25318,0.949804922,1338,0.050195078,26529,784,0.029552565,25745,0.970447435,26656,1250,0.046893758
G10543,2014-2018,10543,20715,16275,0.785662563,1173,0.056625634,0,8,8,0.000386194,1074,0.051846488,1806,379,2185,0.105479121,20715,4683,0.226068067,10487,6526,0.622294269,2503,0.238676457,64,0.006102794,0,0,82,0.007819205,539,0.051396968,122,0.011633451,651,0.062076857,14546,1752,0.120445483,2652,0.182318163,2494,0.17145607,3895,0.267771209,3753,0.258009075,0.525780283,99124,7549,563,0.074579414,3062,127,0.041476159,553,0.180600914,768,0.25081646,475,0.155127368,214,0.069888961,848,0.276943174,20715,17512,0.845377746,3203,0.154622254,20372,1563,0.076722953,18809,0.923277047,20408,1461,0.071589573
G10545,2014-2018,10545,129,118,0.914728682,11,0.085271318,0,0,0,0,0,0,0,0,0,0,129,21,0.162790698,66,21,0.318181818,0,0,0,0,0,0,0,0,33,0.5,0,0,12,0.181818182,119,0,0,33,0.277310924,10,0.084033613,33,0.277310924,43,0.361344538,0.638655462,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,118,0.914728682,11,0.085271318,119,53,0.445378151,66,0.554621849,129,0,0
G10546,2014-2018,10546,1496,1177,0.786764706,4,0.002673797,0,0,0,0,173,0.115641711,125,17,142,0.094919786,1496,158,0.105614973,733,554,0.75579809,157,0.214188267,0,0,0,0,0,0,0,0,0,0,22,0.030013643,981,17,0.017329256,87,0.088685015,148,0.150866463,265,0.270132518,464,0.472986748,0.743119266,199250,482,12,0.024896266,50,0,0,24,0.48,13,0.26,13,0.26,0,0,0,0,1496,1326,0.886363636,170,0.113636364,1496,5,0.003342246,1491,0.996657754,1496,0,0
G10547,2014-2018,10547,7737,5807,0.750549309,542,0.070052992,4,0,4,0.000516996,389,0.050277885,955,40,995,0.128602818,7737,1988,0.256947137,4043,3153,0.779866436,527,0.130348751,0,0,0,0,0,0,246,0.060845907,0,0,117,0.028938907,5206,404,0.077602766,1201,0.230695352,1538,0.295428352,1224,0.235113331,839,0.1611602,0.396273531,117721,2423,185,0.07635163,666,0,0,83,0.124624625,169,0.253753754,104,0.156156156,56,0.084084084,157,0.235735736,7737,7175,0.927362027,562,0.072637973,7549,381,0.050470261,7168,0.949529739,7549,253,0.033514373
G10548,2014-2018,10548,3817,3250,0.851454021,335,0.087765261,0,0,0,0,40,0.010479434,123,69,192,0.050301284,3817,522,0.136756615,1793,1282,0.715002789,369,0.205800335,0,0,0,0,0,0,49,0.0273285,9,0.00501952,84,0.046848857,2770,113,0.040794224,787,0.284115523,840,0.303249097,685,0.247292419,345,0.124548736,0.371841155,84444,1356,152,0.112094395,418,0,0,59,0.141148325,137,0.327751196,13,0.031100478,44,0.105263158,154,0.368421053,3817,3714,0.973015457,103,0.026984543,3687,337,0.091402224,3350,0.908597776,3687,37,0.010035259
G10549,2014-2018,10549,16465,12695,0.771029456,724,0.043972062,0,0,0,0,880,0.053446705,1800,366,2166,0.131551776,16465,4597,0.279198299,8196,5679,0.692898975,1330,0.16227428,258,0.03147877,6,0.000732064,0,0,438,0.053440703,41,0.00500244,444,0.054172767,11417,1499,0.131295437,1721,0.150740124,1736,0.152053955,2796,0.244897959,3665,0.321012525,0.565910484,109450,5900,308,0.05220339,1772,53,0.029909707,396,0.223476298,324,0.182844244,213,0.12020316,247,0.139390519,436,0.246049661,16465,13966,0.848223504,2499,0.151776496,16362,1053,0.064356436,15309,0.935643564,16449,1330,0.080855979
G10550,2014-2018,10550,37817,4891,0.129333369,27746,0.733691197,187,0,187,0.004944866,546,0.014437951,3307,1140,4447,0.117592617,37817,6652,0.175899728,17379,9316,0.536049255,5612,0.322918465,330,0.018988434,4,0.000230163,36,0.002071466,1586,0.091259566,99,0.00569653,396,0.022786121,24934,4841,0.194152563,8296,0.332718377,6940,0.278334804,2984,0.119675944,1873,0.075118312,0.194794257,47955,13410,3402,0.253691275,10345,347,0.033542774,1695,0.163847269,2049,0.198066699,1227,0.118608023,1210,0.116964717,3468,0.335234413,37817,31884,0.843112886,5933,0.156887114,37467,6681,0.178316919,30786,0.821683081,37590,3804,0.101197127
G10552,2014-2018,10552,19569,9286,0.474526036,7680,0.392457458,75,0,75,0.003832592,672,0.034340028,1239,617,1856,0.094843886,19569,3632,0.185599673,9974,6559,0.657609785,2839,0.284640064,76,0.007619812,0,0,0,0,155,0.015540405,21,0.002105474,324,0.03248446,15134,1626,0.107440201,3621,0.239262588,3519,0.232522796,3520,0.232588873,2848,0.188185542,0.420774415,74427,8359,730,0.08733102,3706,114,0.030760928,794,0.214247167,810,0.21856449,455,0.12277388,240,0.064759849,1102,0.29735564,19569,17836,0.911441566,1733,0.088558434,19103,1899,0.09940847,17204,0.90059153,19117,1253,0.065543757
G10553,2014-2018,10553,10429,421,0.040368204,9341,0.89567552,94,0,94,0.009013328,62,0.005944961,368,143,511,0.048997986,10429,941,0.090229169,5081,3446,0.67821295,1418,0.279078921,9,0.001771305,0,0,0,0,111,0.021846093,62,0.012202322,35,0.006888408,7218,1016,0.140759213,1751,0.242587975,2215,0.30687171,1390,0.19257412,846,0.117206983,0.309781103,71477,3385,402,0.118759232,1540,6,0.003896104,188,0.122077922,256,0.166233766,279,0.181168831,137,0.088961039,566,0.367532468,10429,9502,0.911113242,927,0.088886758,10429,1274,0.122159363,9155,0.877840637,10429,596,0.057148336
G10560,2014-2018,10560,4825,4178,0.865906736,201,0.041658031,41,0,41,0.008497409,79,0.016373057,130,196,326,0.067564767,4825,374,0.077512953,2338,1771,0.75748503,195,0.083404619,27,0.011548332,0,0,0,0,44,0.018819504,0,0,301,0.128742515,3464,150,0.04330254,497,0.143475751,700,0.202078522,1306,0.377020785,811,0.234122402,0.611143187,134076,1727,38,0.022003474,348,10,0.028735632,79,0.227011494,67,0.192528736,0,0,48,0.137931034,132,0.379310345,4825,4629,0.959378238,196,0.040621762,4580,222,0.048471616,4358,0.951528384,4599,345,0.075016308
G10562,2014-2018,10562,31772,17138,0.539405766,4830,0.152020647,540,0,540,0.016996097,1404,0.044189853,6868,992,7860,0.247387637,31772,12168,0.382978723,15656,11552,0.737864078,1912,0.122125703,190,0.012135922,15,0.000958099,0,0,1020,0.065150741,90,0.005748595,877,0.056016863,23303,4589,0.196927434,5081,0.218040596,4780,0.205123804,4397,0.188688152,4456,0.191220015,0.379908166,76793,10900,614,0.056330275,4465,69,0.015453527,801,0.179395297,866,0.193952968,762,0.170660694,477,0.106830907,1238,0.277267637,31772,25554,0.804293088,6218,0.195706912,29690,3082,0.103805995,26608,0.896194005,29749,4045,0.135970957
G10566,2014-2018,10566,23951,9983,0.416809319,5047,0.210721891,70,0,70,0.002922634,507,0.021168218,6708,1636,8344,0.348377938,23951,9544,0.39848023,11681,8425,0.721256742,1813,0.155209314,271,0.023200068,0,0,0,0,609,0.052135947,0,0,563,0.048197928,16465,3513,0.213361676,4758,0.288976617,3664,0.222532645,2794,0.169693289,1736,0.105435773,0.275129062,54332,9598,1399,0.145759533,5061,147,0.029045643,453,0.089508002,916,0.180991899,806,0.159257064,880,0.17387868,1641,0.324244221,23951,19861,0.829234687,4090,0.170765313,23784,2890,0.121510259,20894,0.878489741,23858,2755,0.115474893
G10567,2014-2018,10567,20563,15735,0.765209357,1017,0.049457764,11,0,11,0.000534941,575,0.027962846,2483,742,3225,0.156835092,20563,4809,0.233866654,10557,8345,0.790470778,1413,0.133844842,43,0.004073127,0,0,32,0.003031164,29,0.002746993,70,0.006630672,625,0.059202425,14208,902,0.06348536,3111,0.218961149,3028,0.213119369,3975,0.279771959,3192,0.224662162,0.504434122,126907,6812,225,0.033029947,733,0,0,94,0.128240109,189,0.257844475,49,0.066848568,49,0.066848568,299,0.407912688,20563,19440,0.945387346,1123,0.054612654,20114,843,0.041911107,19271,0.958088893,20309,595,0.029297356
G10570,2014-2018,10570,12893,10403,0.806871946,655,0.050802761,0,0,0,0,429,0.03327387,1137,269,1406,0.109051423,12893,1603,0.124331032,6163,4365,0.708258965,1002,0.162583158,0,0,0,0,0,0,451,0.073178647,7,0.00113581,338,0.05484342,7959,494,0.062068099,876,0.110064078,1349,0.169493655,2377,0.29865561,2863,0.359718558,0.658374168,134545,4116,59,0.014334305,753,20,0.026560425,135,0.179282869,108,0.143426295,11,0.014608234,49,0.065073041,399,0.529880478,12893,12113,0.939502055,780,0.060497945,11917,257,0.02156583,11660,0.97843417,12543,497,0.039623694
G10573,2014-2018,10573,38861,25248,0.649700214,1358,0.034945061,407,12,419,0.010782018,1107,0.028486143,9812,917,10729,0.276086565,38861,20800,0.535240987,19176,12873,0.671307885,3841,0.200302461,394,0.020546516,0,0,69,0.003598248,1142,0.059553609,143,0.007457238,714,0.037234043,26309,6149,0.2337223,5849,0.222319358,4691,0.178304002,5716,0.217264054,3904,0.148390285,0.365654339,82150,12489,1127,0.090239411,5935,295,0.049705139,1063,0.179106992,1081,0.182139848,1049,0.176748104,590,0.099410278,1627,0.274136479,38861,29422,0.757108669,9439,0.242891331,38582,3856,0.099942979,34726,0.900057021,38622,5602,0.145046864
G10576,2014-2018,10576,4891,4367,0.892864445,107,0.021876917,0,0,0,0,139,0.028419546,113,165,278,0.056839092,4891,263,0.053772235,2386,1385,0.580469405,464,0.194467728,8,0.003352892,0,0,0,0,93,0.038977368,0,0,436,0.182732607,3607,25,0.006930968,308,0.08538952,603,0.167174938,1299,0.360133075,1372,0.3803715,0.740504574,205905,1841,11,0.005975014,170,0,0,8,0.047058824,17,0.1,66,0.388235294,8,0.047058824,9,0.052941176,4891,4706,0.962175424,185,0.037824576,4879,90,0.018446403,4789,0.981553597,4891,55,0.011245144
