GISJOIN,YEAR,ZCTA5A,TOT_POP,WHITE,PER_WH,BLACK,PER_BL,AI,NH,AINH,PER_AINH,ASIAN,PER_ASIAN,RACE_O,RACE_2,RACE_O2,PER_R_O,TOT_POP,HISP,PER_HISP,WORK_POP,CAR,PER_CAR,PUBLIC,PER_PUBLIC,TAXI,PER_TAXI,MOTOR,PER_MOTOR,BIKE,PER_BIKE,WALK,PER_WALK,WORK_O,PER_W_O,WORK_HO,PER_W_H,EDU_POP,K12,PER_K12,HS,PER_HS,SOMCOLL,PER_SCOL,BACHELOR,PER_BAC,GRAD_DEG,PER_GRAD,PER_BGRAD,MED_INC,HOUSE_POP,PUB_AS,PER_PA,RENT_POP,RENT_0,PER_RE0,RENT_10,PER_RE10,RENT_20,PER_RE20,RENT_30,PER_RE30,RENT_40,PER_RE40,RENT_50,PER_RE50,TOT_POP,US_CIT,PER_CIT,NON_CIT,PERNCIT,POV_POP,POV,PER_POV,NO_POV,PER_NPOV,TOT_POP,NO_INS,PER_NINS
G11361,2014-2018,11361,27246,13252,0.486383322,1036,0.03802393,0,0,0,0,11138,0.408793951,1346,474,1820,0.066798796,27246,3510,0.12882625,13546,8135,0.600546287,4461,0.329322309,54,0.003986417,19,0.001402628,0,0,565,0.04170973,13,0.000959693,299,0.022072937,20576,2631,0.127867418,4350,0.211411353,5027,0.244313764,5057,0.245771773,3511,0.170635692,0.416407465,85887,10026,695,0.069319769,4276,86,0.020112254,1078,0.252104771,915,0.213985033,550,0.128624883,279,0.065247895,1045,0.244387278,27246,23222,0.852308596,4024,0.147691404,26799,2343,0.087428635,24456,0.912571365,26848,1891,0.070433552
G11362,2014-2018,11362,18721,9308,0.497195663,176,0.009401207,0,0,0,0,8098,0.432562363,602,537,1139,0.060840767,18721,1659,0.088617061,8474,5652,0.666981355,2099,0.247698844,69,0.008142554,0,0,29,0.003422233,222,0.026197781,36,0.004248289,367,0.043308945,14534,1458,0.100316499,3189,0.219416541,3579,0.246250172,3413,0.234828678,2895,0.199188111,0.434016788,89185,7151,385,0.053838624,1447,11,0.007601935,128,0.08845888,425,0.293711126,265,0.183137526,159,0.109882516,243,0.167933656,18721,16894,0.902409059,1827,0.097590941,18578,1113,0.05990957,17465,0.94009043,18604,930,0.04998925
G11363,2014-2018,11363,6952,4124,0.593210587,124,0.017836594,0,0,0,0,2264,0.32566168,301,139,440,0.063291139,6952,914,0.131472957,3371,1887,0.559774548,1224,0.363097004,0,0,0,0,13,0.003856422,88,0.026105013,50,0.014832394,109,0.032334619,5281,208,0.03938648,1154,0.21851922,1035,0.195985609,1581,0.299375118,1303,0.246733573,0.546108692,104792,2661,156,0.058624577,653,16,0.024502297,138,0.211332312,108,0.165390505,49,0.075038285,100,0.153139357,171,0.2618683,6952,6322,0.909378596,630,0.090621404,6929,409,0.059027277,6520,0.940972723,6952,247,0.035529344
G11364,2014-2018,11364,36806,14708,0.399608759,962,0.026137043,315,9,324,0.008802913,19176,0.521002011,1016,620,1636,0.044449275,36806,3526,0.095799598,17937,10702,0.596643809,6239,0.347828511,0,0,45,0.002508781,0,0,388,0.021631265,79,0.004404304,484,0.026983331,27326,2888,0.105686892,6354,0.2325258,6230,0.227987997,7060,0.258362,4794,0.175437312,0.433799312,76988,13554,1014,0.074811864,3561,53,0.01488346,768,0.215669756,555,0.155855097,584,0.163998877,372,0.104465038,934,0.262285875,36806,32245,0.876079987,4561,0.123920013,36720,3010,0.081971678,33710,0.918028322,36795,2943,0.079983693
G11365,2014-2018,11365,44983,15033,0.334192917,3815,0.084809817,159,21,180,0.004001512,20176,0.448524998,3909,1870,5779,0.128470756,44983,8866,0.197096681,20475,11636,0.568302808,7755,0.378754579,0,0,31,0.001514042,7,0.00034188,527,0.025738706,95,0.004639805,424,0.020708181,32031,4165,0.130030283,8033,0.250788299,7948,0.24813462,7219,0.225375418,4666,0.145671381,0.371046798,66483,15571,1587,0.101920236,8198,145,0.017687241,1773,0.216272262,1372,0.167357892,1489,0.181629666,674,0.082215174,2432,0.296657721,44983,38191,0.849009626,6792,0.150990374,44889,5330,0.11873733,39559,0.88126267,44983,3864,0.085899117
G11366,2014-2018,11366,14650,6295,0.429692833,768,0.052423208,0,0,0,0,6676,0.455699659,530,381,911,0.0621843,14650,1298,0.088600683,6584,3506,0.532503038,2510,0.381227217,11,0.001670717,11,0.001670717,6,0.0009113,199,0.030224787,26,0.003948967,315,0.047843256,10149,1225,0.120701547,2188,0.215587743,2225,0.219233422,2752,0.27115972,1759,0.173317568,0.444477288,78990,4633,424,0.091517375,1364,35,0.025659824,217,0.159090909,231,0.169354839,234,0.171554252,118,0.086510264,356,0.260997067,14650,12613,0.860955631,2037,0.139044369,14513,1742,0.120030318,12771,0.879969682,14513,747,0.051471095
G11367,2014-2018,11367,41824,23407,0.559654744,3526,0.084305662,88,0,88,0.002104055,10891,0.260400727,2231,1681,3912,0.093534813,41824,7466,0.178509946,17751,8323,0.468874993,7447,0.419525661,38,0.002140724,58,0.003267422,0,0,1285,0.072390288,114,0.006422173,486,0.027378739,27838,4292,0.154177743,7420,0.266542137,5879,0.211186148,5979,0.214778361,4268,0.153315612,0.368093972,57933,14580,2307,0.158230453,7778,460,0.059141167,1305,0.167780921,1516,0.194908717,1126,0.144767292,612,0.078683466,2396,0.308048341,41824,35755,0.854891928,6069,0.145108072,40796,5806,0.142317874,34990,0.857682126,41763,2621,0.062758901
G11368,2014-2018,11368,112425,42338,0.376588837,11805,0.105003336,737,13,750,0.006671114,13463,0.119750945,41677,2392,44069,0.391985768,112425,84868,0.754885479,52414,11052,0.210859694,34317,0.654729652,293,0.00559011,58,0.001106575,422,0.008051284,5150,0.098256191,293,0.00559011,829,0.015816385,71881,26759,0.372268054,23062,0.320835826,13133,0.182704748,6742,0.093793909,2185,0.030397462,0.124191372,50797,28502,8889,0.311872851,22327,331,0.0148251,2972,0.133112375,5217,0.233663278,3514,0.157387916,2660,0.119138263,7199,0.32243472,112425,69110,0.614720925,43315,0.385279075,110934,22387,0.201804677,88547,0.798195323,112033,26689,0.238224452
G11369,2014-2018,11369,34118,9834,0.288234949,5546,0.162553491,84,0,84,0.002462043,4207,0.123307345,13247,1200,14447,0.423442171,34118,21701,0.636057213,14138,4950,0.350120243,7730,0.54675343,120,0.008487763,6,0.000424388,182,0.012873108,850,0.060121658,57,0.004031688,243,0.017187721,23737,5735,0.241605932,9574,0.403336563,4354,0.183426718,2720,0.114589038,1354,0.057041749,0.171630787,54121,10294,1787,0.17359627,4685,86,0.018356457,515,0.109925293,573,0.122305229,816,0.174172892,444,0.094770544,1974,0.421344717,34118,25516,0.747875022,8602,0.252124978,33377,5189,0.155466339,28188,0.844533661,33674,4747,0.140969294
G11370,2014-2018,11370,32514,13704,0.421479978,4869,0.149750877,348,0,348,0.010703082,7149,0.219874516,5771,673,6444,0.198191548,32514,12153,0.37377745,11351,4381,0.385957184,6019,0.530261651,84,0.007400229,0,0,101,0.008897894,390,0.034358206,50,0.004404898,326,0.028719937,23520,6424,0.273129252,7856,0.334013605,4025,0.171130952,3325,0.141369048,1890,0.080357143,0.22172619,65098,7993,937,0.117227574,3911,149,0.038097673,685,0.175147021,621,0.15878292,451,0.115315776,246,0.062899514,1468,0.375351572,32514,27007,0.830626807,5507,0.169373193,25266,3335,0.131995567,21931,0.868004433,25419,1950,0.076714269
G11372,2014-2018,11372,61844,35443,0.573103292,1973,0.031902852,246,141,387,0.006257681,12695,0.205274562,9085,2261,11346,0.183461613,61844,35600,0.575641938,31987,7107,0.222184012,20849,0.651796042,87,0.002719855,0,0,242,0.007565574,2886,0.090224154,16,0.000500203,800,0.02501016,47200,10735,0.227436441,13739,0.291080508,8797,0.186377119,8640,0.183050847,5289,0.112055085,0.295105932,56383,23814,3315,0.13920383,16271,352,0.021633581,2654,0.163112286,3278,0.201462725,3049,0.187388605,1456,0.089484359,4900,0.301149284,61844,39599,0.640304637,22245,0.359695363,61421,7407,0.120593934,54014,0.879406066,61558,8093,0.131469508
G11373,2014-2018,11373,93967,20359,0.216661168,2003,0.021315994,826,11,837,0.008907382,45690,0.486234529,23008,2070,25078,0.266880926,93967,38896,0.413932551,46018,8830,0.191881438,32392,0.703898475,284,0.006171498,76,0.001651528,351,0.00762745,3135,0.068125516,114,0.002477291,836,0.018166804,67864,16838,0.248113875,22032,0.324649299,11093,0.163459271,12905,0.190159731,4996,0.073617824,0.263777555,51183,30285,5065,0.16724451,21371,545,0.025501848,2946,0.137850358,3555,0.166346919,3516,0.164522016,2445,0.114407374,7033,0.329090824,93967,62654,0.666765992,31313,0.333234008,93386,14613,0.156479558,78773,0.843520442,93667,15621,0.166771648
G11374,2014-2018,11374,42653,22481,0.527067264,1881,0.044100063,47,0,47,0.001101915,13698,0.321149743,2444,2102,4546,0.106581014,42653,6947,0.162872483,21542,5594,0.259678767,12970,0.602079658,98,0.004549253,0,0,62,0.002878099,1573,0.073020147,118,0.005477672,1127,0.052316405,33846,3331,0.098416356,6669,0.197039532,6793,0.200703185,9996,0.295337706,7057,0.20850322,0.503840927,63161,19416,2751,0.141687268,11892,376,0.031617894,2350,0.19761184,2396,0.201479987,1424,0.119744366,1034,0.08694921,3520,0.295997309,42653,34076,0.798912152,8577,0.201087848,42577,5662,0.132982596,36915,0.867017404,42643,3297,0.077316324
G11375,2014-2018,11375,73488,44651,0.607595798,2008,0.027324189,203,0,203,0.002762356,20607,0.280413129,2581,3438,6019,0.081904529,73488,11570,0.157440671,36710,10102,0.275183874,22768,0.620212476,99,0.002696813,12,0.000326886,66,0.001797875,1858,0.050612912,194,0.005284664,1611,0.0438845,56889,3593,0.06315808,8553,0.150345409,9935,0.174638331,18061,0.317477896,16747,0.294380284,0.61185818,80542,32857,2493,0.075874243,16160,632,0.039108911,3759,0.232611386,3517,0.217636139,2331,0.14424505,1243,0.076918317,3880,0.24009901,73488,63273,0.860997714,10215,0.139002286,73002,6624,0.09073724,66378,0.90926276,73053,3071,0.042037972
G11377,2014-2018,11377,86421,42254,0.488932088,2299,0.02660233,327,0,327,0.003783803,32108,0.371530068,6747,2686,9433,0.109151711,86421,32900,0.380694507,44507,10879,0.24443346,29426,0.661154425,273,0.006133867,72,0.001617723,250,0.005617094,2635,0.05920417,106,0.002381648,866,0.019457613,65644,14810,0.225610871,21150,0.322192432,10868,0.165559686,13280,0.202303333,5536,0.084333679,0.286637012,57010,31400,3120,0.099363057,21712,511,0.023535372,3400,0.156595431,4956,0.22826087,4491,0.206844141,2624,0.120854827,4782,0.220246868,86421,55244,0.639242777,31177,0.360757223,86075,9683,0.112494917,76392,0.887505083,86174,11394,0.132220855
G11378,2014-2018,11378,37279,26836,0.719869095,635,0.017033719,84,32,116,0.003111671,3850,0.103275302,4617,1225,5842,0.156710212,37279,12007,0.32208482,17500,7762,0.443542857,8136,0.464914286,33,0.001885714,19,0.001085714,120,0.006857143,915,0.052285714,44,0.002514286,471,0.026914286,25827,3513,0.136020444,8680,0.336082394,6319,0.244666434,4923,0.190614473,2392,0.092616254,0.283230728,73333,12604,984,0.078070454,6192,207,0.033430233,1261,0.203649871,1196,0.193152455,945,0.152616279,518,0.083656331,1656,0.26744186,37279,31317,0.840070817,5962,0.159929183,36985,3524,0.095281871,33461,0.904718129,37097,3348,0.090249885
G11379,2014-2018,11379,37851,29559,0.780930491,367,0.009695913,72,0,72,0.001902195,4166,0.110063142,2508,1179,3687,0.097408259,37851,7621,0.201342105,18399,8813,0.478993424,7929,0.430947334,24,0.001304419,48,0.002608837,49,0.002663188,1072,0.058264036,51,0.00277189,413,0.022446872,28002,3559,0.127098064,8279,0.295657453,6842,0.24433969,5837,0.208449396,3485,0.124455396,0.332904793,82819,13504,810,0.059982227,5286,246,0.046538025,1391,0.263147938,952,0.180098373,701,0.132614453,241,0.04559213,1198,0.226636398,37851,33725,0.890993633,4126,0.109006367,37417,3167,0.084640671,34250,0.915359329,37479,2405,0.064169268
G11385,2014-2018,11385,106717,87155,0.816692748,2415,0.022629946,263,0,263,0.002464462,7123,0.066746629,7466,2295,9761,0.091466214,106717,47246,0.44272234,54314,16435,0.302592333,32033,0.589774276,113,0.002080495,100,0.001841146,492,0.009058438,3833,0.070571123,93,0.001712266,1215,0.022369923,73483,12529,0.170502021,23446,0.319066995,17931,0.244015623,12808,0.174298817,6769,0.092116544,0.266415361,72261,35126,3345,0.095228606,23854,1074,0.045023895,5589,0.234300327,5539,0.232204242,3158,0.132388698,2057,0.086232917,5443,0.22817976,106717,85640,0.802496322,21077,0.197503678,106471,12045,0.113129397,94426,0.886870603,106626,13128,0.12312194
G11411,2014-2018,11411,20759,699,0.033672142,19233,0.926489715,18,0,18,0.000867094,58,0.002793969,474,277,751,0.03617708,20759,1369,0.0659473,10328,6052,0.585979861,3945,0.38197134,4,0.000387297,0,0,29,0.002807901,83,0.008036406,26,0.002517428,189,0.018299768,15210,1236,0.081262327,4074,0.267850099,5090,0.334648258,2951,0.194017094,1859,0.122222222,0.316239316,93882,6270,636,0.101435407,880,87,0.098863636,118,0.134090909,187,0.2125,134,0.152272727,99,0.1125,181,0.205681818,20759,18685,0.900091527,2074,0.099908473,20706,867,0.041871921,19839,0.958128079,20746,1399,0.067434686
G11412,2014-2018,11412,37458,661,0.017646431,33702,0.899727695,271,23,294,0.007848791,891,0.023786641,1048,862,1910,0.050990443,37458,1909,0.050963746,18592,9727,0.523182014,7774,0.418136833,109,0.005862737,0,0,61,0.003280981,413,0.022213855,70,0.00376506,438,0.02355852,25970,3087,0.118867925,8381,0.322718521,8318,0.320292645,3772,0.145244513,2412,0.092876396,0.238120909,78517,11039,1772,0.160521786,2833,59,0.02082598,479,0.169078715,504,0.177903283,331,0.116837275,196,0.06918461,1009,0.356159548,37458,33523,0.89494901,3935,0.10505099,37294,3077,0.082506569,34217,0.917493431,37367,2800,0.074932427
G11413,2014-2018,11413,42443,987,0.023254718,39084,0.920858563,105,51,156,0.003675518,480,0.011309285,1000,736,1736,0.040901916,42443,2080,0.049006903,19886,11162,0.561299407,7534,0.378859499,152,0.007643568,0,0,23,0.001156593,462,0.023232425,142,0.007140702,411,0.020667806,29425,3280,0.111469839,8580,0.291588785,9796,0.332914189,4953,0.168326253,2816,0.095700935,0.264027188,86324,12356,1577,0.127630301,3588,57,0.015886288,686,0.191192865,867,0.241638796,461,0.128483835,183,0.051003344,979,0.272853958,42443,37724,0.888815588,4719,0.111184412,42106,3329,0.079062366,38777,0.920937634,42218,2472,0.058553224
G11414,2014-2018,11414,29219,22761,0.778979431,556,0.019028714,0,0,0,0,1518,0.051952497,2625,1759,4384,0.150039358,29219,6513,0.222902906,12835,8753,0.681963381,3574,0.278457343,68,0.005298013,0,0,0,0,323,0.025165563,34,0.002649007,83,0.006466693,21607,2993,0.138519924,6752,0.312491322,5828,0.269727403,3828,0.177164808,2206,0.102096543,0.27926135,71648,10680,1093,0.102340824,3227,294,0.091106291,409,0.126743105,618,0.191509142,372,0.115277347,250,0.077471336,989,0.306476604,29219,28191,0.964817413,1028,0.035182587,29015,3370,0.116146821,25645,0.883853179,29155,1087,0.037283485
G11415,2014-2018,11415,19372,11415,0.589252529,1039,0.053634111,92,19,111,0.005729919,3671,0.18950031,2366,770,3136,0.16188313,19372,4833,0.249483791,9840,3168,0.32195122,5296,0.538211382,121,0.012296748,21,0.002134146,124,0.012601626,494,0.050203252,121,0.012296748,495,0.050304878,14177,1156,0.081540523,2676,0.188756436,3696,0.260703957,3914,0.276080976,2735,0.192918107,0.468999083,68294,8379,735,0.087719298,5380,176,0.032713755,1036,0.192565056,1185,0.220260223,699,0.129925651,444,0.082527881,1630,0.302973978,19372,16492,0.851331819,2880,0.148668181,19341,2384,0.123261465,16957,0.876738535,19372,1157,0.059725377
G11416,2014-2018,11416,27125,7440,0.274285714,1705,0.062857143,12,5,17,0.000626728,9033,0.333013825,7243,1687,8930,0.32921659,27125,12243,0.451354839,12189,4153,0.34071704,6736,0.55262942,140,0.011485766,0,0,60,0.004922471,676,0.055459841,14,0.001148577,410,0.033636886,17904,4095,0.228719839,5975,0.333724307,4005,0.223693029,2858,0.159629133,971,0.054233691,0.213862824,67461,7217,1487,0.206041291,4093,84,0.020522844,868,0.212069387,726,0.177376008,535,0.13071097,414,0.101148302,1273,0.311018813,27125,21668,0.798820276,5457,0.201179724,27076,4125,0.152348944,22951,0.847651056,27105,2463,0.090868843
G11417,2014-2018,11417,31927,11426,0.357878911,2362,0.07398127,75,5,80,0.002505716,9273,0.290443825,7092,1694,8786,0.275190278,31927,12302,0.385316503,14598,6375,0.436703658,6930,0.474722565,57,0.003904644,30,0.002055076,57,0.003904644,674,0.046170708,138,0.00945335,337,0.023085354,21598,4812,0.222798407,6163,0.285350495,5272,0.244096676,3712,0.171867766,1639,0.075886656,0.247754422,73424,9060,1410,0.155629139,3609,110,0.030479357,619,0.171515655,850,0.235522305,507,0.140482128,213,0.059019119,1085,0.300637296,31927,26902,0.842609703,5025,0.157390297,31856,4521,0.14191989,27335,0.85808011,31924,2552,0.079939857
G11418,2014-2018,11418,38517,15641,0.406080432,2829,0.073448088,215,0,215,0.005581951,9217,0.239296934,8145,2470,10615,0.275592595,38517,17603,0.457018979,17759,6564,0.369615406,9171,0.516414213,68,0.003829044,0,0,106,0.005968805,1113,0.062672448,90,0.005067853,647,0.036432232,25587,5791,0.226325869,7262,0.283816,5643,0.220541681,4536,0.177277524,2355,0.092038926,0.26931645,66570,10938,1785,0.16319254,6177,178,0.028816578,1241,0.200906589,1152,0.1864983,946,0.153148778,532,0.086125951,1902,0.307916464,38517,29861,0.775268063,8656,0.224731937,38203,5629,0.147344449,32574,0.852655551,38327,5408,0.141101573
G11419,2014-2018,11419,49618,4991,0.100588496,8140,0.164053368,478,19,497,0.010016526,16169,0.325869644,16853,2968,19821,0.399471966,49618,9358,0.188600911,23759,9877,0.41571615,12010,0.505492655,93,0.003914306,0,0,52,0.002188644,1269,0.053411339,183,0.007702344,275,0.011574561,34031,9654,0.283682525,10983,0.322735153,6621,0.194557903,5032,0.147865182,1741,0.051159237,0.199024419,70882,12479,2440,0.195528488,5128,148,0.028861154,664,0.129485179,1096,0.213728549,764,0.148985959,575,0.112129485,1655,0.32273791,49618,38490,0.775726551,11128,0.224273449,49490,6642,0.134208931,42848,0.865791069,49591,5603,0.112984211
G11420,2014-2018,11420,48489,7399,0.152591309,11883,0.245065891,449,76,525,0.010827198,15052,0.31042092,10448,3182,13630,0.281094681,48489,11660,0.24046691,23306,12078,0.518235647,9589,0.411439114,177,0.007594611,0,0,30,0.001287222,508,0.021796962,371,0.015918648,553,0.023727795,34051,9084,0.266776306,10511,0.308684033,7993,0.234736131,4900,0.143901794,1563,0.045901736,0.18980353,67932,13159,2218,0.168553841,4360,119,0.027293578,677,0.155275229,701,0.160779817,660,0.151376147,360,0.082568807,1470,0.337155963,48489,41103,0.847676793,7386,0.152323207,48303,5825,0.120592924,42478,0.879407076,48458,4198,0.086631722
G11421,2014-2018,11421,41002,18122,0.44197844,1921,0.046851373,251,0,251,0.006121653,8029,0.195819716,9913,2766,12679,0.309228818,41002,24042,0.586361641,19415,6468,0.333144476,11481,0.591346897,21,0.001081638,30,0.001545197,54,0.002781355,721,0.037136235,82,0.004223539,558,0.028740664,28083,6575,0.234127408,8051,0.286685895,6655,0.236976107,4911,0.174874479,1891,0.067336111,0.24221059,72066,11638,1857,0.159563499,5178,126,0.02433372,968,0.186944766,951,0.183661645,899,0.173619158,509,0.098300502,1452,0.280417149,41002,32711,0.797790352,8291,0.202209648,40820,4207,0.103062224,36613,0.896937776,40988,4772,0.116424319
G11422,2014-2018,11422,32082,1759,0.054828253,27335,0.852035409,305,0,305,0.009506889,662,0.020634624,1395,626,2021,0.062994826,32082,3070,0.095692289,16368,10170,0.621334311,5463,0.333760997,136,0.008308895,0,0,0,0,307,0.018756109,72,0.004398827,220,0.01344086,22555,2670,0.1183773,6260,0.277543782,7440,0.329860341,3705,0.16426513,2480,0.109953447,0.274218577,89235,9653,1460,0.151248317,3254,108,0.03318992,621,0.190842041,869,0.267055931,427,0.13122311,247,0.075906577,899,0.276275353,32082,28148,0.877376722,3934,0.122623278,31992,2320,0.07251813,29672,0.92748187,32040,2046,0.063857678
G11423,2014-2018,11423,31400,4070,0.129617834,12198,0.388471338,218,0,218,0.006942675,8960,0.285350318,4760,1194,5954,0.189617834,31400,4455,0.141878981,15886,7456,0.469344077,7227,0.454928868,74,0.00465819,14,0.000881279,4,0.000251794,458,0.028830417,114,0.00717613,539,0.033929246,22788,3701,0.16241004,6616,0.290328243,5872,0.25767948,4547,0.199534843,2052,0.090047393,0.289582236,70266,9787,1525,0.155818943,4115,41,0.009963548,625,0.151883354,1075,0.261239368,582,0.141433779,304,0.073876063,1187,0.288456865,31400,26160,0.833121019,5240,0.166878981,30855,2817,0.091298007,28038,0.908701993,31015,2763,0.089085926
G11426,2014-2018,11426,20801,8083,0.388587087,1379,0.06629489,98,0,98,0.004711312,9202,0.442382578,1395,644,2039,0.098024133,20801,3938,0.189317821,10289,7054,0.685586549,2697,0.262124599,49,0.004762368,17,0.00165225,0,0,183,0.017785985,19,0.001846632,270,0.026241617,14569,1588,0.108998559,4391,0.301393369,3089,0.212025534,3192,0.219095339,2309,0.158487199,0.377582538,88803,6356,487,0.076620516,1524,38,0.024934383,272,0.17847769,271,0.177821522,274,0.179790026,41,0.026902887,466,0.305774278,20801,18117,0.870967742,2684,0.129032258,20722,1564,0.07547534,19158,0.92452466,20753,1218,0.05869031
G11427,2014-2018,11427,24037,7047,0.293173025,4979,0.207138994,279,0,279,0.011607106,7535,0.313475059,2749,1448,4197,0.174605816,24037,4676,0.194533428,11018,6022,0.546560174,4397,0.399074242,25,0.002269014,0,0,21,0.001905972,215,0.019513523,30,0.002722817,308,0.027954257,17320,2646,0.152771363,4651,0.268533487,4452,0.25704388,3395,0.196016166,2176,0.125635104,0.32165127,74581,7500,720,0.096,3001,138,0.045984672,529,0.176274575,539,0.179606798,557,0.185604798,288,0.095968011,761,0.253582139,24037,21264,0.884636186,2773,0.115363814,23378,1987,0.084994439,21391,0.915005561,23427,1631,0.069620523
G11428,2014-2018,11428,18929,4295,0.226900523,3982,0.210365048,43,87,130,0.006867769,4877,0.257646997,3458,2187,5645,0.298219663,18929,4795,0.253315019,9015,5047,0.559844703,3514,0.389794786,49,0.005435385,1,0.000110926,22,0.002440377,190,0.021075984,18,0.001996672,174,0.019301165,13594,2191,0.161174047,5077,0.373473591,3754,0.276151243,1736,0.127703399,836,0.06149772,0.189201118,73699,5558,599,0.10777258,1726,19,0.011008111,257,0.148899189,259,0.150057937,140,0.081112399,181,0.104866744,682,0.395133256,18929,17108,0.903798405,1821,0.096201595,18914,1597,0.08443481,17317,0.91556519,18922,1236,0.065320791
G11429,2014-2018,11429,27403,964,0.03517863,20884,0.762106339,209,59,268,0.009779951,1122,0.040944422,3543,622,4165,0.151990658,27403,3405,0.124256468,13564,7301,0.538263049,5471,0.403347095,22,0.00162194,9,0.000663521,80,0.005897965,246,0.018136243,135,0.009952816,300,0.02211737,19164,2933,0.153047381,5194,0.271029013,6011,0.313661031,3320,0.173241494,1706,0.089021081,0.262262576,83240,7340,1191,0.16226158,2060,64,0.031067961,342,0.166019417,441,0.21407767,323,0.156796117,184,0.089320388,550,0.266990291,27403,23593,0.860964128,3810,0.139035872,27234,2406,0.088345451,24828,0.911654549,27313,1716,0.062827225
G11430,2014-2018,11430,198,25,0.126262626,146,0.737373737,0,0,0,0,0,0,27,0,27,0.136363636,198,58,0.292929293,70,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,182,56,0.307692308,76,0.417582418,38,0.208791209,5,0.027472527,7,0.038461538,0.065934066,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,191,0.964646465,7,0.035353535,194,144,0.742268041,50,0.257731959,198,25,0.126262626
G11432,2014-2018,11432,62053,11857,0.191078594,9931,0.16004061,381,108,489,0.00788036,25816,0.416031457,10967,2993,13960,0.224968978,62053,15162,0.244339516,27983,9369,0.334810421,14790,0.528535182,154,0.005503341,0,0,96,0.003430654,2440,0.087195797,234,0.00836222,900,0.032162384,40975,8042,0.196266016,9527,0.232507627,8601,0.209908481,9499,0.231824283,5306,0.129493594,0.361317877,55906,18547,3018,0.162721734,11756,257,0.021861177,1733,0.147414086,2156,0.183395713,2119,0.180248384,1353,0.115090167,3736,0.317795168,62053,48604,0.783265918,13449,0.216734082,58018,8662,0.149298494,49356,0.850701506,60955,6100,0.100073825
G11433,2014-2018,11433,36489,1432,0.039244704,23459,0.642906081,6,9,15,0.000411083,3195,0.087560635,7232,1156,8388,0.229877497,36489,6893,0.188906246,15260,6539,0.428505898,7687,0.503735256,60,0.003931848,0,0,13,0.0008519,745,0.048820446,41,0.002686763,175,0.01146789,23940,5619,0.234711779,8296,0.346532999,6157,0.257184628,2702,0.112865497,1166,0.048705096,0.161570593,51521,10519,3053,0.290236715,5843,319,0.054595242,748,0.12801643,1201,0.205545097,1003,0.171658395,499,0.085401335,1861,0.31850077,36489,30000,0.822165584,6489,0.177834416,36390,6206,0.170541358,30184,0.829458642,36458,4082,0.111964452
G11434,2014-2018,11434,65791,1927,0.02928972,57595,0.87542369,22,0,22,0.000334392,1615,0.02454743,3328,1304,4632,0.070404767,65791,4955,0.075314253,29406,13786,0.468815888,13619,0.463136775,421,0.014316806,0,0,15,0.0005101,861,0.029279739,81,0.00275454,623,0.021186152,44512,6005,0.134907441,14401,0.323530733,14409,0.32371046,6505,0.146140367,3192,0.071710999,0.217851366,62207,21462,3407,0.15874569,10937,377,0.034470147,2817,0.25756606,2306,0.210843924,1386,0.126725793,824,0.075340587,2758,0.252171528,65791,60094,0.913407609,5697,0.086592391,64341,7204,0.111965932,57137,0.888034068,65336,4011,0.061390351
G11435,2014-2018,11435,59296,10038,0.169286292,14016,0.236373448,135,22,157,0.002647733,14423,0.243237318,18032,2630,20662,0.348455208,59296,18428,0.310779817,29110,9392,0.322638269,17150,0.589144624,152,0.005221573,0,0,78,0.002679492,1517,0.052112676,166,0.005702508,655,0.022500859,42178,9739,0.230902366,10184,0.24145289,10584,0.250936507,8073,0.191403101,3598,0.085305135,0.276708237,64086,18874,2935,0.155504927,12006,353,0.029401966,2444,0.203564884,2517,0.209645177,1559,0.129851741,1115,0.092870232,3524,0.293519907,59296,45232,0.762817053,14064,0.237182947,58495,9220,0.157620309,49275,0.842379691,58947,7180,0.121804333
G11436,2014-2018,11436,20077,1132,0.056382926,12389,0.617074264,133,0,133,0.006624496,2116,0.105394232,3407,900,4307,0.214524082,20077,2969,0.147880659,9644,4715,0.488905019,4136,0.42886769,174,0.018042306,26,0.002695977,29,0.003007051,310,0.032144338,87,0.009021153,167,0.017316466,13735,2645,0.192573717,4530,0.329814343,3770,0.274481252,1839,0.133891518,951,0.06923917,0.203130688,75242,5581,1013,0.18150869,1516,52,0.034300792,251,0.165567282,236,0.155672823,288,0.189973615,167,0.110158311,398,0.262532982,20077,17128,0.853115505,2949,0.146884495,19981,2213,0.110755217,17768,0.889244783,20077,1763,0.087811924
G11501,2014-2018,11501,19393,14772,0.761718146,442,0.022791729,11,0,11,0.000567215,1706,0.087969886,2013,449,2462,0.126953024,19393,3496,0.180271232,11097,8736,0.787239795,1370,0.12345679,0,0,0,0,0,0,679,0.061187708,165,0.014868883,147,0.013246823,14641,1321,0.090226077,3617,0.247045967,3663,0.250187829,3421,0.233658903,2619,0.178881224,0.412540127,96079,7586,184,0.024255207,2607,99,0.037974684,952,0.365170694,412,0.158036057,404,0.154967395,252,0.096662831,312,0.119677791,19393,16941,0.873562626,2452,0.126437374,19329,825,0.04268198,18504,0.95731802,19375,608,0.031380645
